"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"7350",32939,10,14,2001,6,"OT","M",20,22,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7351",32940,10,14,2001,6,"OT","F",20,27,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7352",33154,11,18,2001,6,"OT","F",20,27,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7353",33508,2,10,2002,6,"OT","M",20,25,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7354",33669,3,14,2002,6,"OT","M",20,25,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7355",33675,3,14,2002,6,"OT","F",21,26,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7356",33751,4,16,2002,6,"OT","F",21,26,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7357",35083,11,10,2002,6,"OT","M",19,23,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7358",35307,12,8,2002,6,"OT","M",19,21,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7359",35320,12,8,2002,6,"OT","F",20,24,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7360",35505,12,31,2002,6,"OT","F",19,24,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"7361",23211,12,22,1995,6,"DO","F",NA,NA,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7362",23298,1,28,1996,6,"DO","M",33,44,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7363",23772,4,15,1996,6,"DO","M",35,42,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7364",23780,4,15,1996,6,"DO","M",33,48,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7365",23809,4,15,1996,6,"DO","M",35,23,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7366",23829,4,15,1996,6,"DO","M",35,41,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7367",23856,4,15,1996,6,"DO","F",35,58,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7368",23859,4,15,1996,6,"DO","M",37,59,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7369",23953,5,24,1996,6,"DO","M",38,27,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7370",23975,5,24,1996,6,"DO","M",35,47,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7371",23979,5,24,1996,6,"DO","F",33,32,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7372",23990,5,24,1996,6,"DO","M",36,31,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7373",24089,6,14,1996,6,"DO",NA,NA,NA,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7374",24117,6,14,1996,6,"DO","M",36,39,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7375",24148,6,14,1996,6,"DO","F",38,52,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7376",24166,6,14,1996,6,"DO","F",37,42,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7377",24257,7,21,1996,6,"DO","F",37,58,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7378",24258,7,21,1996,6,"DO","F",39,52,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7379",24269,7,21,1996,6,"DO","M",36,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7380",25048,2,9,1997,6,"DO","M",35,48,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7381",25065,2,9,1997,6,"DO","F",35,46,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7382",25073,2,9,1997,6,"DO","M",36,55,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7383",25104,2,9,1997,6,"DO","M",33,52,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7384",25142,2,9,1997,6,"DO","M",37,40,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7385",25150,2,9,1997,6,"DO","M",35,52,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7386",25336,3,16,1997,6,"DO","M",37,44,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7387",25595,4,13,1997,6,"DO","F",33,55,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7388",25634,4,13,1997,6,"DO","M",37,49,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7389",25878,5,11,1997,6,"DO","M",36,46,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7390",25894,5,11,1997,6,"DO","F",33,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7391",25963,6,9,1997,6,"DO","F",34,48,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7392",25984,6,9,1997,6,"DO","M",36,45,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7393",26017,6,9,1997,6,"DO","F",37,29,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7394",26250,7,9,1997,6,"DO","F",34,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7395",26266,7,9,1997,6,"DO","F",36,34,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7396",26360,7,9,1997,6,"DO","M",37,47,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7397",26688,7,30,1997,6,"DO","F",36,38,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7398",26693,7,30,1997,6,"DO","M",37,52,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7399",26702,7,30,1997,6,"DO","F",33,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7400",26933,9,28,1997,6,"DO","M",37,51,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7401",26946,9,28,1997,6,"DO","F",35,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7402",27084,10,26,1997,6,"DO","M",35,49,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7403",27108,10,26,1997,6,"DO","F",34,52,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7404",27211,11,22,1997,6,"DO","F",35,49,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7405",27376,12,29,1997,6,"DO","M",36,53,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7406",31576,11,26,2000,6,"DO","F",36,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7407",33506,2,10,2002,6,"DO","F",36,53,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7408",33507,2,10,2002,6,"DO","M",36,56,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7409",33676,3,14,2002,6,"DO","F",37,53,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7410",33680,3,14,2002,6,"DO","M",NA,NA,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7411",33681,3,14,2002,6,"DO","M",36,59,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7412",33754,4,16,2002,6,"DO","M",34,35,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7413",33757,4,16,2002,6,"DO","M",36,56,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7414",33759,4,16,2002,6,"DO","F",37,54,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7415",34081,5,16,2002,6,"DO","M",34,55,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7416",34083,5,16,2002,6,"DO","F",33,24,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7417",34086,5,16,2002,6,"DO","F",36,55,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7418",34089,5,16,2002,6,"DO","M",34,44,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7419",34097,5,16,2002,6,"DO","M",35,24,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7420",34318,6,16,2002,6,"DO","M",36,43,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7421",34325,6,16,2002,6,"DO","F",36,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7422",34571,7,14,2002,6,"DO","M",37,51,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7423",34573,7,14,2002,6,"DO","M",36,39,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7424",34890,10,6,2002,6,"DO","F",35,48,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7425",35079,11,10,2002,6,"DO","F",35,61,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7426",35082,11,10,2002,6,"DO","M",34,46,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7427",35310,12,8,2002,6,"DO","F",36,50,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7428",35319,12,8,2002,6,"DO","M",35,49,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7429",35503,12,31,2002,6,"DO","M",33,32,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"7430",22482,7,21,1995,6,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Short-term Krat Exclosure"
"7431",24109,6,14,1996,6,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Short-term Krat Exclosure"
"7432",25347,3,16,1997,6,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Short-term Krat Exclosure"
"7433",26312,7,9,1997,6,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Short-term Krat Exclosure"
"7434",26389,7,9,1997,6,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Short-term Krat Exclosure"
"7435",27604,3,2,1998,6,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Short-term Krat Exclosure"
"7436",22430,6,28,1995,6,"OL","F",20,35,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"7437",22798,9,24,1995,6,"OL","F",18,28,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"7438",22809,9,24,1995,6,"OL","M",17,30,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"7439",23431,2,25,1996,6,"OL","M",21,28,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"7440",23814,4,15,1996,6,"OL","M",19,27,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"7441",23969,5,24,1996,6,"OL","M",21,29,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"7442",22092,2,5,1995,6,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7443",22197,4,2,1995,6,"RM","M",17,13,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7444",22281,4,30,1995,6,"RM","F",17,14,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7445",23110,12,3,1995,6,"RM","M",17,15,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7446",25056,2,9,1997,6,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7447",25298,3,16,1997,6,"RM","M",17,12,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7448",25307,3,16,1997,6,"RM","F",17,14,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7449",26532,7,9,1997,6,"RM","M",17,9,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7450",29258,2,21,1999,6,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7451",30520,3,5,2000,6,"RM","M",19,13,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7452",31457,9,31,2000,6,"RM","M",8,8,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"7453",25124,2,9,1997,6,"PM","M",21,22,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7454",25372,3,16,1997,6,"PM","M",22,21,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7455",25619,4,13,1997,6,"PM","F",20,22,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7456",25625,4,13,1997,6,"PM","M",21,26,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7457",25677,4,13,1997,6,"PM","M",21,22,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7458",25970,6,9,1997,6,"PM","M",19,19,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7459",28754,10,25,1998,6,"PM","F",20,20,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7460",28755,10,25,1998,6,"PM","M",22,22,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7461",29112,1,17,1999,6,"PM","M",21,21,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7462",29114,1,17,1999,6,"PM","M",20,26,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7463",29257,2,21,1999,6,"PM","M",20,20,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7464",29521,4,18,1999,6,"PM","M",20,21,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7465",29783,6,13,1999,6,"PM","F",20,18,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7466",31763,1,22,2001,6,"PM","F",20,27,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"7467",22644,8,27,1995,6,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Short-term Krat Exclosure"
"7468",24337,8,15,1996,6,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Short-term Krat Exclosure"
"7469",26738,7,30,1997,6,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Short-term Krat Exclosure"
"7470",34749,9,10,2002,6,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Short-term Krat Exclosure"
"7471",34575,7,14,2002,6,"UR",NA,NA,NA,"Rodent","sp.","Rodent","Short-term Krat Exclosure"
"7472",22948,10,29,1995,6,"PB","F",27,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7473",24521,9,22,1996,6,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7474",24724,11,17,1996,6,"PB","F",27,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7475",25026,2,9,1997,6,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7476",25113,2,9,1997,6,"PB","M",26,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7477",25293,3,16,1997,6,"PB","M",30,53,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7478",25380,3,16,1997,6,"PB","M",24,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7479",25562,4,13,1997,6,"PB","F",26,38,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7480",25859,5,11,1997,6,"PB","F",27,41,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7481",25887,5,11,1997,6,"PB","F",28,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7482",25914,5,11,1997,6,"PB","M",28,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7483",25928,5,11,1997,6,"PB","M",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7484",25933,5,11,1997,6,"PB","F",27,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7485",25952,6,9,1997,6,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7486",25961,6,9,1997,6,"PB","F",26,38,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7487",25967,6,9,1997,6,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7488",26000,6,9,1997,6,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7489",26009,6,9,1997,6,"PB","M",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7490",26030,6,9,1997,6,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7491",26271,7,9,1997,6,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7492",26393,7,9,1997,6,"PB","F",29,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7493",26508,7,9,1997,6,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7494",26539,7,9,1997,6,"PB","M",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7495",26678,7,30,1997,6,"PB","F",26,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7496",26707,7,30,1997,6,"PB","F",28,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7497",26747,7,30,1997,6,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7498",26762,7,30,1997,6,"PB","M",27,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7499",26954,9,28,1997,6,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7500",27063,10,26,1997,6,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7501",27155,11,22,1997,6,"PB","F",27,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7502",27483,2,1,1998,6,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7503",27609,3,2,1998,6,"PB","F",36,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7504",27806,5,3,1998,6,"PB","F",26,42,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7505",27840,5,3,1998,6,"PB","M",26,22,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7506",27952,5,29,1998,6,"PB","F",26,39,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7507",27955,5,29,1998,6,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7508",27984,5,29,1998,6,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7509",28105,6,28,1998,6,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7510",28127,6,28,1998,6,"PB","F",26,41,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7511",28135,6,28,1998,6,"PB",NA,NA,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7512",28154,6,28,1998,6,"PB","M",26,17,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7513",28285,7,19,1998,6,"PB","M",26,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7514",28432,8,23,1998,6,"PB","F",27,38,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7515",28434,8,23,1998,6,"PB","M",25,18,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7516",28435,8,23,1998,6,"PB","M",27,37,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7517",28583,9,20,1998,6,"PB","M",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7518",28584,9,20,1998,6,"PB","M",27,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7519",28756,10,25,1998,6,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7520",28886,11,22,1998,6,"PB","M",27,39,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7521",28989,12,23,1998,6,"PB","M",25,40,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7522",29110,1,17,1999,6,"PB","M",26,45,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7523",29251,2,21,1999,6,"PB","M",27,49,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7524",29386,3,15,1999,6,"PB","M",27,48,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7525",29515,4,18,1999,6,"PB",NA,NA,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7526",29646,5,16,1999,6,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7527",29782,6,13,1999,6,"PB","F",26,18,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7528",29840,9,12,1999,6,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7529",29908,10,10,1999,6,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7530",30009,11,7,1999,6,"PB","F",24,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7531",30120,12,6,1999,6,"PB","M",24,19,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7532",30121,12,6,1999,6,"PB","M",24,18,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7533",30125,12,6,1999,6,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7534",30239,1,10,2000,6,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7535",30374,2,6,2000,6,"PB","F",25,37,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7536",30517,3,5,2000,6,"PB","M",28,49,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7537",30519,3,5,2000,6,"PB","F",26,24,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7538",30521,3,5,2000,6,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7539",30651,4,31,2000,6,"PB","M",25,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7540",30652,4,31,2000,6,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7541",30657,4,31,2000,6,"PB","M",24,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7542",30658,4,31,2000,6,"PB","F",25,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7543",30835,6,4,2000,6,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7544",30836,6,4,2000,6,"PB","F",26,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7545",30837,6,4,2000,6,"PB","F",25,20,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7546",30840,6,4,2000,6,"PB","M",25,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7547",30841,6,4,2000,6,"PB","F",25,21,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7548",31011,7,2,2000,6,"PB","M",24,14,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7549",31012,7,2,2000,6,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7550",31015,7,2,2000,6,"PB","M",26,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7551",31016,7,2,2000,6,"PB","F",26,24,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7552",31298,8,26,2000,6,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7553",31299,8,26,2000,6,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7554",31302,8,26,2000,6,"PB","F",25,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7555",31305,8,26,2000,6,"PB","M",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7556",31455,9,31,2000,6,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7557",31456,9,31,2000,6,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7558",31458,9,31,2000,6,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7559",31574,11,26,2000,6,"PB","F",24,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7560",31575,11,26,2000,6,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7561",31679,12,23,2000,6,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7562",31683,12,23,2000,6,"PB","M",27,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7563",31684,12,23,2000,6,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7564",31764,1,22,2001,6,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7565",31765,1,22,2001,6,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7566",31766,1,22,2001,6,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7567",31826,3,4,2001,6,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7568",31827,3,4,2001,6,"PB","M",26,40,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7569",31996,4,22,2001,6,"PB","M",25,39,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7570",31998,4,22,2001,6,"PB","M",26,46,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7571",32001,4,22,2001,6,"PB","F",26,49,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7572",32100,5,27,2001,6,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7573",32102,5,27,2001,6,"PB","M",26,18,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7574",32103,5,27,2001,6,"PB","M",26,40,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7575",32105,5,27,2001,6,"PB","F",26,44,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7576",32276,7,22,2001,6,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7577",32277,7,22,2001,6,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7578",32279,7,22,2001,6,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7579",32281,7,22,2001,6,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7580",32284,7,22,2001,6,"PB","F",25,24,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7581",32285,7,22,2001,6,"PB","F",26,19,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7582",32286,7,22,2001,6,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7583",32499,8,26,2001,6,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7584",32500,8,26,2001,6,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7585",32501,8,26,2001,6,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7586",32503,8,26,2001,6,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"7587",32504,8,26,2001,6,"PB","M",26,24,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
